prop_id,Win,Bet,Prop_OU,abs_resid
Gordon Hayward_Total Rebounds and Assists_2021-02-22,1,0.04,Total Rebounds and Assists_Under,0.9199999999999999
P.J. Washington_Total Rebounds and Assists_2021-02-22,0,0.01,Total Rebounds and Assists_Over,0.370000000000001
Royce O'Neale_Total Rebounds and Assists_2021-02-22,1,0.05,Total Rebounds and Assists_Over,0.9100000000000001
"Donovan Mitchell_Total Points, Rebounds and Assists_2021-02-22",1,0.06,"Total Points, Rebounds and Assists_Under",3.5
"Royce O'Neale_Total Points, Rebounds and Assists_2021-02-22",1,0.01,"Total Points, Rebounds and Assists_Over",1.009999999999998
Bojan Bogdanovic_Total Made 3 Point Shots_2021-02-22,0,0.21,Total Made 3 Point Shots_Over,0.6200000000000001
Donovan Mitchell_Total Made 3 Point Shots_2021-02-22,1,0.02,Total Made 3 Point Shots_Under,0.20000000000000018
LaMelo Ball_Total Made 3 Point Shots_2021-02-22,1,0.02,Total Made 3 Point Shots_Under,0.45999999999999996
Royce O'Neale_Total Made 3 Point Shots_2021-02-22,1,0.12,Total Made 3 Point Shots_Over,0.26
Terry Rozier_Total Made 3 Point Shots_2021-02-22,1,0.05,Total Made 3 Point Shots_Under,0.41000000000000014
Ja Morant_Total Points_2021-02-22,0,0.02,Total Points_Under,1.3000000000000007
Jonas Valanciunas_Total Points_2021-02-22,0,0.08,Total Points_Over,2.1999999999999993
Josh Richardson_Total Points_2021-02-22,1,0.04,Total Points_Over,1.0999999999999996
Maxi Kleber_Total Points_2021-02-22,0,0.11,Total Points_Over,1.1999999999999993
Jonas Valanciunas_Total Points and Rebounds_2021-02-22,0,0.02,Total Points and Rebounds_Over,1.8900000000000006
Josh Richardson_Total Rebounds and Assists_2021-02-22,1,0.01,Total Rebounds and Assists_Over,0.46999999999999975
Kyle Anderson_Total Rebounds and Assists_2021-02-22,0,0.01,Total Rebounds and Assists_Over,0.41999999999999993
Luka Doncic_Total Rebounds and Assists_2021-02-22,0,0.01,Total Rebounds and Assists_Over,1.1700000000000017
Maxi Kleber_Total Rebounds and Assists_2021-02-22,0,0.03,Total Rebounds and Assists_Over,0.40000000000000036
"Ja Morant_Total Points, Rebounds and Assists_2021-02-22",0,0.01,"Total Points, Rebounds and Assists_Under",1.8500000000000014
"Josh Richardson_Total Points, Rebounds and Assists_2021-02-22",1,0.01,"Total Points, Rebounds and Assists_Over",1.0700000000000003
"Luka Doncic_Total Points, Rebounds and Assists_2021-02-22",0,0.02,"Total Points, Rebounds and Assists_Over",2.569999999999993
"Maxi Kleber_Total Points, Rebounds and Assists_2021-02-22",0,0.04,"Total Points, Rebounds and Assists_Over",1.0999999999999979
Eric Gordon_Total Points_2021-02-22,0,0.02,Total Points_Over,1.5
Jae'Sean Tate_Total Points_2021-02-22,1,0.01,Total Points_Under,0.5
John Wall_Total Points_2021-02-22,0,0.04,Total Points_Over,3
Patrick Williams_Total Points_2021-02-22,1,0.05,Total Points_Over,0.8000000000000007
Wendell Carter Jr._Total Points_2021-02-22,1,0.04,Total Points_Over,0.9000000000000004
Zach Lavine_Total Points_2021-02-22,1,0.04,Total Points_Under,1.3000000000000007
Wendell Carter Jr._Total Rebounds_2021-02-22,1,0.1,Total Rebounds_Over,1.0999999999999996
Wendell Carter Jr._Total Points and Rebounds_2021-02-22,1,0.04,Total Points and Rebounds_Over,2
Garrett Temple_Total Rebounds and Assists_2021-02-22,1,0.08,Total Rebounds and Assists_Over,0.6299999999999999
Jae'Sean Tate_Total Rebounds and Assists_2021-02-22,1,0.08,Total Rebounds and Assists_Over,0.3699999999999992
John Wall_Total Rebounds and Assists_2021-02-22,0,0.08,Total Rebounds and Assists_Over,1.08
Patrick Williams_Total Rebounds and Assists_2021-02-22,1,0.09,Total Rebounds and Assists_Over,1.2399999999999993
"John Wall_Total Points, Rebounds and Assists_2021-02-22",0,0.01,"Total Points, Rebounds and Assists_Over",3.0799999999999983
"Patrick Williams_Total Points, Rebounds and Assists_2021-02-22",1,0.05,"Total Points, Rebounds and Assists_Over",1.5399999999999991
Eric Gordon_Total Made 3 Point Shots_2021-02-22,0,0.48,Total Made 3 Point Shots_Over,1.5499999999999998
Garrett Temple_Total Made 3 Point Shots_2021-02-22,1,0.28,Total Made 3 Point Shots_Over,0.5299999999999998
Jae'Sean Tate_Total Made 3 Point Shots_2021-02-22,1,0.71,Total Made 3 Point Shots_Over,0.42000000000000004
Patrick Williams_Total Made 3 Point Shots_2021-02-22,1,1.04,Total Made 3 Point Shots_Over,0.6000000000000001
Derrick Jones Jr._Total Points_2021-02-23,1,0.02,Total Points_Over,0.3000000000000007
Enes Kanter_Total Points_2021-02-23,1,0.07,Total Points_Over,0.9000000000000004
Jamal Murray_Total Points_2021-02-23,1,0.07,Total Points_Under,2.1000000000000014
Michael Porter Jr._Total Points_2021-02-23,0,0.17,Total Points_Over,2.6999999999999993
Robert Covington_Total Points_2021-02-23,0,0.07,Total Points_Over,0.8000000000000007
Will Barton_Total Points_2021-02-23,0,0.1,Total Points_Over,1.5999999999999996
Enes Kanter_Total Rebounds_2021-02-23,1,0.06,Total Rebounds_Over,0.6400000000000006
Enes Kanter_Total Points and Rebounds_2021-02-23,1,0.05,Total Points and Rebounds_Over,1.5399999999999991
Damian Lillard_Total Rebounds and Assists_2021-02-23,1,0.1,Total Rebounds and Assists_Over,1.7199999999999989
Derrick Jones Jr._Total Rebounds and Assists_2021-02-23,0,0.2,Total Rebounds and Assists_Over,1.38
Gary Trent Jr._Total Rebounds and Assists_2021-02-23,0,0.14,Total Rebounds and Assists_Over,0.6999999999999993
Jamal Murray_Total Rebounds and Assists_2021-02-23,1,0.06,Total Rebounds and Assists_Over,0.9399999999999995
Nikola Jokic_Total Rebounds and Assists_2021-02-23,0,0.12,Total Rebounds and Assists_Over,2.8500000000000014
Robert Covington_Total Rebounds and Assists_2021-02-23,0,0.1,Total Rebounds and Assists_Over,1.1099999999999994
Will Barton_Total Rebounds and Assists_2021-02-23,1,0.01,Total Rebounds and Assists_Over,0.35999999999999943
"Damian Lillard_Total Points, Rebounds and Assists_2021-02-23",1,0.01,"Total Points, Rebounds and Assists_Over",1.8200000000000074
"Derrick Jones Jr._Total Points, Rebounds and Assists_2021-02-23",1,0.03,"Total Points, Rebounds and Assists_Over",1.1799999999999997
"Gary Trent Jr._Total Points, Rebounds and Assists_2021-02-23",0,0.01,"Total Points, Rebounds and Assists_Over",1.0999999999999979
"Jamal Murray_Total Points, Rebounds and Assists_2021-02-23",0,0.01,"Total Points, Rebounds and Assists_Under",1.6600000000000037
"Michael Porter Jr._Total Points, Rebounds and Assists_2021-02-23",1,0.09,"Total Points, Rebounds and Assists_Over",2.789999999999999
"Nikola Jokic_Total Points, Rebounds and Assists_2021-02-23",1,0.04,"Total Points, Rebounds and Assists_Over",3.549999999999997
"Robert Covington_Total Points, Rebounds and Assists_2021-02-23",0,0.05,"Total Points, Rebounds and Assists_Over",1.4100000000000001
"Will Barton_Total Points, Rebounds and Assists_2021-02-23",0,0.09,"Total Points, Rebounds and Assists_Over",1.9600000000000009
Serge Ibaka_Total Points_2021-02-23,1,0.04,Total Points_Under,0.9000000000000004
Serge Ibaka_Total Rebounds_2021-02-23,1,0.02,Total Rebounds_Under,0.23000000000000043
Serge Ibaka_Total Points and Rebounds_2021-02-23,1,0.03,Total Points and Rebounds_Under,1.6300000000000026
Nicolas Batum_Total Rebounds and Assists_2021-02-23,1,0.14,Total Rebounds and Assists_Over,1.1500000000000004
"Kawhi Leonard_Total Points, Rebounds and Assists_2021-02-23",0,0.03,"Total Points, Rebounds and Assists_Under",1.8399999999999963
"Nicolas Batum_Total Points, Rebounds and Assists_2021-02-23",0,0.04,"Total Points, Rebounds and Assists_Over",1.25
"Paul George_Total Points, Rebounds and Assists_2021-02-23",0,0.03,"Total Points, Rebounds and Assists_Under",1.0900000000000034
Brook Lopez_Total Points_2021-02-23,0,0.01,Total Points_Under,0.40000000000000036
D.J. Augustin_Total Points_2021-02-23,1,0.09,Total Points_Over,1.5
Donte DiVincenzo_Total Points_2021-02-23,1,0.03,Total Points_Over,0.6999999999999993
Malik Beasley_Total Points_2021-02-23,1,0.12,Total Points_Over,2.5
Anthony Edwards_Total Rebounds and Assists_2021-02-23,1,0.04,Total Rebounds and Assists_Over,0.5099999999999998
D.J. Augustin_Total Rebounds and Assists_2021-02-23,1,0.01,Total Rebounds and Assists_Over,0.29000000000000004
Giannis Antetokounmpo_Total Rebounds and Assists_2021-02-23,1,0.04,Total Rebounds and Assists_Under,1.6000000000000014
Malik Beasley_Total Rebounds and Assists_2021-02-23,1,0.02,Total Rebounds and Assists_Under,0.1800000000000006
Ricky Rubio_Total Rebounds and Assists_2021-02-23,1,0.04,Total Rebounds and Assists_Under,0.8200000000000003
"Brook Lopez_Total Points, Rebounds and Assists_2021-02-23",0,0.01,"Total Points, Rebounds and Assists_Under",0.3999999999999986
"D.J. Augustin_Total Points, Rebounds and Assists_2021-02-23",1,0.04,"Total Points, Rebounds and Assists_Over",1.2899999999999991
"Giannis Antetokounmpo_Total Points, Rebounds and Assists_2021-02-23",0,0.02,"Total Points, Rebounds and Assists_Under",3.1000000000000014
"Malik Beasley_Total Points, Rebounds and Assists_2021-02-23",1,0.03,"Total Points, Rebounds and Assists_Over",1.8200000000000003
Bruce Brown_Total Points_2021-02-23,0,0.11,Total Points_Under,1
DeAndre Jordan_Total Points_2021-02-23,0,0.02,Total Points_Under,0.6999999999999993
Joe Harris_Total Points_2021-02-23,0,0.01,Total Points_Under,0.8000000000000007
Kyrie Irving_Total Points_2021-02-23,0,0.03,Total Points_Over,1.6999999999999993
DeAndre Jordan_Total Rebounds_2021-02-23,0,0.01,Total Rebounds_Over,0.4499999999999993
Bruce Brown_Total Rebounds and Assists_2021-02-23,0,0.06,Total Rebounds and Assists_Over,0.6799999999999997
Joe Harris_Total Rebounds and Assists_2021-02-23,0,0.04,Total Rebounds and Assists_Over,0.40000000000000036
Kyrie Irving_Total Rebounds and Assists_2021-02-23,1,0.05,Total Rebounds and Assists_Over,0.9100000000000001
"Bruce Brown_Total Points, Rebounds and Assists_2021-02-23",0,0.02,"Total Points, Rebounds and Assists_Under",0.8200000000000003
"James Harden_Total Points, Rebounds and Assists_2021-02-23",1,0.01,"Total Points, Rebounds and Assists_Over",0.9100000000000037
"Kyrie Irving_Total Points, Rebounds and Assists_2021-02-23",0,0.04,"Total Points, Rebounds and Assists_Over",2.1099999999999994
Elfrid Payton_Total Points_2021-02-23,0,0.04,Total Points_Under,0.5999999999999996
Nerlens Noel_Total Points_2021-02-23,1,0.1,Total Points_Over,1.0999999999999996
RJ Barrett_Total Points_2021-02-23,1,0.01,Total Points_Under,0.40000000000000036
Stephen Curry_Total Points_2021-02-23,1,0.01,Total Points_Over,0.6000000000000014
Elfrid Payton_Total Rebounds and Assists_2021-02-23,1,0.02,Total Rebounds and Assists_Under,0.3799999999999999
Reggie Bullock_Total Rebounds and Assists_2021-02-23,0,0.02,Total Rebounds and Assists_Over,0.05000000000000071
RJ Barrett_Total Rebounds and Assists_2021-02-23,1,0.03,Total Rebounds and Assists_Over,0.4800000000000004
"Elfrid Payton_Total Points, Rebounds and Assists_2021-02-23",0,0.05,"Total Points, Rebounds and Assists_Under",1.4800000000000004
"Reggie Bullock_Total Points, Rebounds and Assists_2021-02-23",0,0.01,"Total Points, Rebounds and Assists_Over",0.25
"RJ Barrett_Total Points, Rebounds and Assists_2021-02-23",1,0.03,"Total Points, Rebounds and Assists_Under",0.9199999999999982
Ben Simmons_Total Points_2021-02-23,1,0.03,Total Points_Under,1
Danny Green_Total Points_2021-02-23,1,0.01,Total Points_Over,0.5999999999999996
Joel Embiid_Total Points_2021-02-23,1,0.05,Total Points_Under,3.8000000000000007
Seth Curry_Total Points_2021-02-23,0,0.08,Total Points_Over,1.0999999999999996
Joel Embiid_Total Points and Rebounds_2021-02-23,1,0.06,Total Points and Rebounds_Under,3.8900000000000006
Danny Green_Total Rebounds and Assists_2021-02-23,0,0.05,Total Rebounds and Assists_Under,0.4399999999999995
Seth Curry_Total Rebounds and Assists_2021-02-23,0,0.07,Total Rebounds and Assists_Over,0.4800000000000004
"Seth Curry_Total Points, Rebounds and Assists_2021-02-23",0,0.04,"Total Points, Rebounds and Assists_Over",1.0799999999999983
Daniel Theis_Total Points_2021-02-23,0,0.05,Total Points_Over,0.9000000000000004
Jaylen Brown_Total Points_2021-02-23,1,0.04,Total Points_Over,1.6999999999999993
Daniel Theis_Total Rebounds_2021-02-23,1,0.03,Total Rebounds_Under,0.34999999999999964
Jaylen Brown_Total Rebounds and Assists_2021-02-23,1,0.07,Total Rebounds and Assists_Over,0.9800000000000004
Kemba Walker_Total Rebounds and Assists_2021-02-23,0,0.03,Total Rebounds and Assists_Over,0.5399999999999991
"Jaylen Brown_Total Points, Rebounds and Assists_2021-02-23",1,0.02,"Total Points, Rebounds and Assists_Over",2.1799999999999997
"Kemba Walker_Total Points, Rebounds and Assists_2021-02-23",1,0.01,"Total Points, Rebounds and Assists_Over",1.4399999999999977
James Ennis III_Total Points_2021-02-23,1,0.06,Total Points_Under,0.9000000000000004
Mason Plumlee_Total Points_2021-02-23,1,0.07,Total Points_Under,0.5999999999999996
Saddiq Bey_Total Points_2021-02-23,0,0.14,Total Points_Over,1.6999999999999993
Evan Fournier_Total Rebounds and Assists_2021-02-23,0,0.05,Total Rebounds and Assists_Over,0.6200000000000001
James Ennis III_Total Rebounds and Assists_2021-02-23,0,0.13,Total Rebounds and Assists_Under,0.9000000000000004
Jerami Grant_Total Rebounds and Assists_2021-02-23,1,0.03,Total Rebounds and Assists_Over,0.5399999999999991
Saddiq Bey_Total Rebounds and Assists_2021-02-23,1,0.02,Total Rebounds and Assists_Over,0.3600000000000003
"James Ennis III_Total Points, Rebounds and Assists_2021-02-23",1,0.09,"Total Points, Rebounds and Assists_Under",1.8000000000000007
"Jerami Grant_Total Points, Rebounds and Assists_2021-02-23",0,0.01,"Total Points, Rebounds and Assists_Over",0.9399999999999977
"Saddiq Bey_Total Points, Rebounds and Assists_2021-02-23",1,0.09,"Total Points, Rebounds and Assists_Over",2.0600000000000023
Cedi Osman_Total Points_2021-02-23,0,0.09,Total Points_Over,1.6999999999999993
Clint Capela_Total Points_2021-02-23,0,0.09,Total Points_Over,1.8000000000000007
Isaac Okoro_Total Points_2021-02-23,1,0.05,Total Points_Under,1
Jarrett Allen_Total Points_2021-02-23,0,0.08,Total Points_Over,1.8000000000000007
Kevin Huerter_Total Points_2021-02-23,1,0.15,Total Points_Over,2.1999999999999993
Jarrett Allen_Total Rebounds_2021-02-23,1,0.01,Total Rebounds_Over,0.40000000000000036
Clint Capela_Total Points and Rebounds_2021-02-23,0,0.02,Total Points and Rebounds_Over,1.6099999999999994
Jarrett Allen_Total Points and Rebounds_2021-02-23,0,0.04,Total Points and Rebounds_Over,2.200000000000003
John Collins_Total Points and Rebounds_2021-02-23,1,0.01,Total Points and Rebounds_Under,1.1199999999999974
Cedi Osman_Total Rebounds and Assists_2021-02-23,0,0.11,Total Rebounds and Assists_Over,1.2400000000000002
Collin Sexton_Total Rebounds and Assists_2021-02-23,0,0.13,Total Rebounds and Assists_Over,1.1999999999999993
Darius Garland_Total Rebounds and Assists_2021-02-23,1,0.27,Total Rebounds and Assists_Over,2.2699999999999996
Isaac Okoro_Total Rebounds and Assists_2021-02-23,1,0.05,Total Rebounds and Assists_Over,0.35999999999999943
Kevin Huerter_Total Rebounds and Assists_2021-02-23,0,0.08,Total Rebounds and Assists_Over,0.9199999999999999
Trae Young_Total Rebounds and Assists_2021-02-23,0,0.01,Total Rebounds and Assists_Under,0.9000000000000004
"Cedi Osman_Total Points, Rebounds and Assists_2021-02-23",0,0.07,"Total Points, Rebounds and Assists_Over",2.4399999999999977
"Darius Garland_Total Points, Rebounds and Assists_2021-02-23",1,0.05,"Total Points, Rebounds and Assists_Over",2.669999999999998
"Isaac Okoro_Total Points, Rebounds and Assists_2021-02-23",0,0.07,"Total Points, Rebounds and Assists_Under",1.1400000000000006
"Kevin Huerter_Total Points, Rebounds and Assists_2021-02-23",1,0.11,"Total Points, Rebounds and Assists_Over",2.6199999999999974
Bojan Bogdanovic_Total Points_2021-02-24,1,0.02,Total Points_Over,0.9000000000000004
Royce O'Neale_Total Points_2021-02-24,1,0.07,Total Points_Under,0.9000000000000004
Rudy Gobert_Total Points_2021-02-24,1,0.02,Total Points_Over,0.8000000000000007
Rudy Gobert_Total Rebounds_2021-02-24,1,0.03,Total Rebounds_Under,1
Kyle Kuzma_Total Rebounds and Assists_2021-02-24,0,0.05,Total Rebounds and Assists_Over,0.5700000000000003
Marc Gasol_Total Rebounds and Assists_2021-02-24,0,0.15,Total Rebounds and Assists_Over,1.3499999999999996
Mike Conley_Total Rebounds and Assists_2021-02-24,1,0.15,Total Rebounds and Assists_Over,1.5099999999999998
Royce O'Neale_Total Rebounds and Assists_2021-02-24,1,0.03,Total Rebounds and Assists_Under,0.4900000000000002
Wesley Matthews_Total Rebounds and Assists_2021-02-24,1,0.12,Total Rebounds and Assists_Under,0.8500000000000001
"Marc Gasol_Total Points, Rebounds and Assists_2021-02-24",0,0.07,"Total Points, Rebounds and Assists_Over",1.25
"Mike Conley_Total Points, Rebounds and Assists_2021-02-24",1,0.01,"Total Points, Rebounds and Assists_Over",1.2099999999999973
"Royce O'Neale_Total Points, Rebounds and Assists_2021-02-24",1,0.06,"Total Points, Rebounds and Assists_Under",1.8900000000000006
"Wesley Matthews_Total Points, Rebounds and Assists_2021-02-24",1,0.01,"Total Points, Rebounds and Assists_Under",0.6500000000000004
Bojan Bogdanovic_Total Made 3 Point Shots_2021-02-24,1,0.06,Total Made 3 Point Shots_Over,0.009999999999999787
Donovan Mitchell_Total Made 3 Point Shots_2021-02-24,0,0.14,Total Made 3 Point Shots_Over,0.7000000000000002
Kyle Kuzma_Total Made 3 Point Shots_2021-02-24,0,0.15,Total Made 3 Point Shots_Over,0.3600000000000001
LeBron James_Total Made 3 Point Shots_2021-02-24,0,0.33,Total Made 3 Point Shots_Over,0.7400000000000002
Mike Conley_Total Made 3 Point Shots_2021-02-24,0,0.1,Total Made 3 Point Shots_Under,0.4900000000000002
Wesley Matthews_Total Made 3 Point Shots_2021-02-24,1,0.11,Total Made 3 Point Shots_Under,0.3899999999999999
Kyle Kuzma_Total Blocks and Steals_2021-02-24,0,0.27,Total Blocks and Steals_Under,0.62
Marc Gasol_Total Blocks and Steals_2021-02-24,0,0.04,Total Blocks and Steals_Under,0.06000000000000005
Mike Conley_Total Blocks and Steals_2021-02-24,0,0.06,Total Blocks and Steals_Under,0.32000000000000006
Rudy Gobert_Total Blocks and Steals_2021-02-24,1,0.02,Total Blocks and Steals_Under,0.08999999999999986
Wesley Matthews_Total Blocks and Steals_2021-02-24,1,0.29,Total Blocks and Steals_Under,0.75
Chris Paul_Total Points_2021-02-24,0,0.01,Total Points_Under,0.9000000000000004
Cody Zeller_Total Points_2021-02-24,1,0.02,Total Points_Over,0.6999999999999993
Devin Booker_Total Points_2021-02-24,0,0.01,Total Points_Under,1.1999999999999993
Mikal Bridges_Total Points_2021-02-24,0,0.07,Total Points_Over,1.1999999999999993
P.J. Washington_Total Points_2021-02-24,0,0.01,Total Points_Over,0.5
